harm	voice4	voice3	voice2	voice1	beat	meter	onset_strength	beat_strength	LABEL	similarity
VII	8F/	16cc\	4a/	16ee-\	2.25	M2/4	2.0	off beat	0.0	0.5
VII	8F/J	16b-\	4a/	16dd\	2.5	M2/4	2.0	off beat	0.0	0.5
VII	8F/J	16cc\JJ	4a/	16ee-\JJ	2.75	M2/4	2.0	off beat	0.0	0.2857142857142857
IIIc	8FF/L	8b-\L	4b-\	8dd\L	1	M2/4	3.0	strong beat	1.0	0.6666666666666666
IIIc	8F/	8g\J	4b-\	8bb-\J	1.5	M2/4	3.0	off beat	0.0	0.2857142857142857
IIIc	8F/	16a\LL	4een\	16ccc\LL	2	M2/4	3.0	weak beat	0.0	0.5
IIIc	8F/	16g\	4een\	16bb-\	2.25	M2/4	2.0	off beat	0.0	0.5714285714285714
IIIc	8F/J	16f\	4een\	16aa\	2.5	M2/4	2.0	off beat	0.0	0.5714285714285714
IIIc	8F/J	16g\JJ	4een\	16bb-\JJ	2.75	M2/4	2.0	off beat	0.0	0.3333333333333333
VII	8FF/L	8f\L	8ff'\L	8aa\L	1	M2/4	4.0	strong beat	1.0	0.8
VII	8F/	8c\J	8a'\	8ff\J	1.5	M2/4	3.0	off beat	0.0	1.0
VII	8F/	8c\L	8a'\	8ff\L	2	M2/4	0.0	weak beat	0.0	0.2857142857142857
V7/VII	8C/J	16en\L	8b-'\J	16gg\L	2.5	M2/4	4.0	off beat	1.0	1.0
V7/VII	8C/J	16g\JJ	8b-'\J	16een\JJ	2.75	M2/4	2.0	off beat	0.0	0.0
VII	8F\L	8f\L	8a'/L	8ff\L	1	M2/4	4.0	strong beat	1.0	0.0
VII	8C\	16en\L	8b-'/	16gg\L	1.5	M2/4	4.0	off beat	0.0	1.0
VII	8C\	16g\JJ	8b-'/	16een\JJ	1.75	M2/4	2.0	off beat	0.0	0.0
VII	8F\	8f\L	8a'/	8ff\L	2	M2/4	4.0	weak beat	0.0	0.0
VII	8C\J	16e\L	8b-'/J	16gg\L	2.5	M2/4	4.0	off beat	0.0	1.0
VII	8C\J	16g\JJ	8b-'/J	16ee\JJ	2.75	M2/4	2.0	off beat	0.0	0.0
VII	8F'\	8f'\	8a'/	8ff'\	1	M2/4	4.0	strong beat	0.0	0.6666666666666666
VII	16A\LL	16a\LL	16a/LL	16a/LL	2	M2/4	1.0	weak beat	0.0	0.0
VII	16B-\	16b-\	16b-/	16b-/	2.25	M2/4	2.0	off beat	0.0	0.0
VII	16A\	16a\	16a/	16a/	2.5	M2/4	2.0	off beat	0.0	0.0
VII	16B-\JJ	16b-\JJ	16b-/JJ	16b-/JJ	2.75	M2/4	2.0	off beat	0.0	0.0
V/V/III	8c'\L	8cc'\L	8cc'\L	8cc'\L	1	M2/4	2.0	strong beat	1.0	1.0
V/V/III	8c'\J	8cc'\J	8cc'\J	8cc'\J	1.5	M2/4	0.0	off beat	0.0	1.0
V/V/III	16c\LL	16cc\LL	16cc/LL	16cc/LL	2	M2/4	0.0	weak beat	0.0	0.0
V/V/III	16B-\	16b-\	16b-/	16b-/	2.25	M2/4	2.0	off beat	0.0	0.0
V/V/III	16A\	16a\	16a/	16a/	2.5	M2/4	2.0	off beat	0.0	0.0
V/V/III	16G\JJ	16g\JJ	16g/JJ	16g/JJ	2.75	M2/4	2.0	off beat	0.0	0.0
V/III	4F\	4f\	4f/	4f/	1	M2/4	2.0	strong beat	1.0	1.0
V/III	4r	4r	8f/	4r	2.5	M2/4	0.0	off beat	0.0	0.0
I[III]	8B-\L	4.b-\	4.dd\	2r	1	M2/4	3.0	strong beat	1.0	1.0
I[III]	8B-\	4.b-\	4.dd\	2r	1.5	M2/4	0.0	off beat	0.0	1.0
I[III]	8B-\	4.b-\	4.dd\	2r	2	M2/4	0.0	weak beat	0.0	0.4
I[III]	8B-\J	8cc\	8ee-\	2r	2.5	M2/4	2.0	off beat	0.0	0.3333333333333333
I[III]	8B-\L	8dd\L	8ff\L	2r	1	M2/4	2.0	strong beat	0.0	0.3333333333333333
I[III]	8B-\	8cc#\	8een\	2r	1.5	M2/4	2.0	off beat	0.0	0.3333333333333333
I[III]	8B-\	8dd\	8ff\	2r	2	M2/4	2.0	weak beat	0.0	0.6666666666666666
I[III]	8B-\J	8dd\J	8ff#\J	2r	2.5	M2/4	1.0	off beat	0.0	0.3333333333333333
IVc	8B-\L	4ee-\	4gg\	16r	1	M2/4	2.0	strong beat	1.0	1.0
IVc	8B-\L	4ee-\	4gg\	16gg'\LK	1.25	M2/4	0.0	off beat	0.0	1.0
IVc	8B-\	4ee-\	4gg\	8gg\J	1.5	M2/4	0.0	off beat	0.0	0.6666666666666666
IVc	8B-\	4cc\	4ee-\	8eee-'\L	2	M2/4	2.0	weak beat	0.0	0.8571428571428571
IVc	8B-\J	4cc\	4ee-\	8aa'\J	2.5	M2/4	1.0	off beat	0.0	0.3333333333333333
I	8B-\L	8b-\L	8dd\L	4bb-\	1	M2/4	3.0	strong beat	1.0	0.4
I	8B-\	8cc\	8ee-\	4bb-\	1.5	M2/4	2.0	off beat	0.0	0.3333333333333333
I	8B-\	8dd\	8ff\	4r	2	M2/4	2.0	weak beat	0.0	0.6666666666666666
I	8B-\J	8dd'\J	8ff#\J	4r	2.5	M2/4	1.0	off beat	0.0	0.3333333333333333
IVc	8B-\L	4ee-\	4gg\	16r	1	M2/4	2.0	strong beat	1.0	1.0
IVc	8B-\L	4ee-\	4gg\	16gg'\LK	1.25	M2/4	0.0	off beat	0.0	1.0
IVc	8B-\	4ee-\	4gg\	8gg\J	1.5	M2/4	0.0	off beat	0.0	0.6666666666666666
IVc	8B-\	4cc\	4ee-\	8eee-'\L	2	M2/4	2.0	weak beat	0.0	0.8571428571428571
IVc	8B-\J	4cc\	4ee-\	8aa'\J	2.5	M2/4	1.0	off beat	0.0	0.3333333333333333
I	8B-\L	8b-\L	8dd\L	4bb-\	1	M2/4	3.0	strong beat	1.0	0.4
I	8B-\	8cc\	8ee-\	4bb-\	1.5	M2/4	2.0	off beat	0.0	0.3333333333333333
I	8B-\	8dd\	8ff\	4r	2	M2/4	2.0	weak beat	0.0	0.6666666666666666
I	8B-\J	8dd\J	8ff#\J	4r	2.5	M2/4	1.0	off beat	0.0	0.3333333333333333
IVc	8B-\L	2ee-\	4gg\	16r	1	M2/4	2.0	strong beat	1.0	1.0
IVc	8B-\L	2ee-\	4gg\	16bb-'\LK	1.25	M2/4	1.0	off beat	0.0	1.0
IVc	8B-\	2ee-\	4gg\	8bb-\J	1.5	M2/4	0.0	off beat	0.0	0.6666666666666666
IVc	8B-\	2ee-\	4aa\	8eee-'\L	2	M2/4	2.0	weak beat	0.0	0.8571428571428571
IVc	8B-\J	2ee-\	4aa\	8ccc'\J	2.5	M2/4	1.0	off beat	0.0	0.3333333333333333
I	[2B-\	[2dd\	2bb-\	16bb-\LL	1	M2/4	2.0	strong beat	1.0	0.8
I	[2B-\	[2dd\	2bb-\	16ccc\	1.25	M2/4	1.0	off beat	0.0	0.8
I	[2B-\	[2dd\	2bb-\	16bb-\	1.5	M2/4	0.0	off beat	0.0	0.8
I	[2B-\	[2dd\	2bb-\	16ccc\JJ	1.75	M2/4	1.0	off beat	0.0	0.8
I	[2B-\	[2dd\	2bb-\	16ddd\LL	2	M2/4	1.0	weak beat	0.0	0.8
I	[2B-\	[2dd\	2bb-\	16eee-\	2.25	M2/4	1.0	off beat	0.0	0.8
I	[2B-\	[2dd\	2bb-\	16ddd\	2.5	M2/4	1.0	off beat	0.0	0.8
I	[2B-\	[2dd\	2bb-\	16eee-\JJ	2.75	M2/4	1.0	off beat	0.0	0.5714285714285714
V7/IV	2B-\_	2dd\]	2aa-\	8fff'\L	1	M2/4	2.0	strong beat	1.0	1.0
V7/IV	2B-\_	2dd\]	2aa-\	8fff'\	1.5	M2/4	0.0	off beat	0.0	1.0
V7/IV	2B-\_	2dd\]	2aa-\	8fff'\	2	M2/4	0.0	weak beat	0.0	1.0
V7/IV	2B-\_	2dd\]	2aa-\	8fff'\J	2.5	M2/4	0.0	off beat	0.0	0.5
IV	2B-\]	2ee-\	2gg\	8fff\L	1	M2/4	2.0	strong beat	1.0	0.8571428571428571
IV	2B-\]	2ee-\	2gg\	8ggg\J	1.5	M2/4	1.0	off beat	0.0	1.0
IV	2B-\]	2ee-\	2gg\	[4eee-\	2	M2/4	1.0	weak beat	0.0	0.5714285714285714
V7b/ii	2Bn\	[2g\	2ff\	8eee-\L]	1	M2/4	3.0	strong beat	1.0	0.75
V7b/ii	2Bn\	[2g\	2ff\	8ddd'\	1.5	M2/4	1.0	off beat	0.0	1.0
V7b/ii	2Bn\	[2g\	2ff\	8ddd'\	2	M2/4	0.0	weak beat	0.0	1.0
V7b/ii	2Bn\	[2g\	2ff\	8ddd'\J	2.5	M2/4	0.0	off beat	0.0	0.5
ii	4.c\	4.g\]	2ee-\	8ddd\L	1	M2/4	2.0	strong beat	1.0	0.8571428571428571
ii	4.c\	4.g\]	2ee-\	8eee-\J	1.5	M2/4	1.0	off beat	0.0	1.0
ii	4.c\	4.g\]	2ee-\	[4ccc\	2	M2/4	1.0	weak beat	0.0	0.5714285714285714
V7b	8A\	8f\	2ee-\	[4ccc\	2.5	M2/4	2.0	off beat	1.0	0.5
I	4.B-\	4.f\	[2dd\	8ccc\L]	1	M2/4	2.0	strong beat	1.0	0.8571428571428571
I	4.B-\	4.f\	[2dd\	8ddd\J	1.5	M2/4	1.0	off beat	0.0	1.0
I	4.B-\	4.f\	[2dd\	8bb-\L	2	M2/4	1.0	weak beat	0.0	1.0
I	8D\	[8b-\	[2dd\	8ff\J	2.5	M2/4	3.0	off beat	0.0	0.5714285714285714
iib	2E-\	8b-\]	8dd\]	8gg\L	1	M2/4	2.0	strong beat	1.0	0.5714285714285714
iib	2E-\	4cc\	4cc\	8ggg\J	1.5	M2/4	2.0	off beat	0.0	1.0
iib	2E-\	4cc\	4cc\	16ggg\LL	2	M2/4	0.0	weak beat	0.0	0.8
iib	2E-\	4cc\	4cc\	16eee-\	2.25	M2/4	1.0	off beat	0.0	0.8
iib	2E-\	8g\	8cc\	16ccc\	2.5	M2/4	2.0	off beat	0.0	0.8571428571428571
iib	2E-\	8g\	8cc\	16bb-\JJ	2.75	M2/4	1.0	off beat	0.0	0.2857142857142857
V	8F\L	16f\LL	2cc\	2aa\	1	M2/4	3.0	strong beat	1.0	1.0
V	8F\L	16f\J	2cc\	2aa\	1.25	M2/4	0.0	off beat	0.0	1.0
V	8F\	8f\J	2cc\	2aa\	1.5	M2/4	0.0	off beat	0.0	1.0
V	8F\	16a\LL	2cc\	2aa\	2	M2/4	1.0	weak beat	0.0	1.0
V	8F\	16f\J	2cc\	2aa\	2.25	M2/4	1.0	off beat	0.0	1.0
V	8F\J	8f\J	2cc\	2aa\	2.5	M2/4	0.0	off beat	0.0	0.8571428571428571
V7d	8E-\L	16f\LL	2aa\	2ccc\	1	M2/4	2.0	strong beat	1.0	1.0
V7d	8E-\L	16f\J	2aa\	2ccc\	1.25	M2/4	0.0	off beat	0.0	1.0
V7d	8E-\	8f\J	2aa\	2ccc\	1.5	M2/4	0.0	off beat	0.0	0.8571428571428571
V7d	8E-\	16a\LL	2aa\	2ccc\	2	M2/4	1.0	weak beat	0.0	0.8571428571428571
V7d	8E-\	16f\J	2aa\	2ccc\	2.25	M2/4	1.0	off beat	0.0	1.0
V7d	8E-\J	8f\J	2aa\	2ccc\	2.5	M2/4	0.0	off beat	0.0	0.0
Ib	8D\L	16d\LL	2bb-\	2bb-\	1	M2/4	3.0	strong beat	1.0	0.8
Ib	8D\L	16f\J	2bb-\	2bb-\	1.25	M2/4	1.0	off beat	0.0	1.0
Ib	8D\	8f\J	2bb-\	2bb-\	1.5	M2/4	0.0	off beat	0.0	0.8
Ib	8D\	16b-\LL	2bb-\	2bb-\	2	M2/4	1.0	weak beat	0.0	0.8
Ib	8D\	16f\J	2bb-\	2bb-\	2.25	M2/4	1.0	off beat	0.0	1.0
Ib	8D\J	8f\J	2bb-\	2bb-\	2.5	M2/4	0.0	off beat	0.0	0.0
V7b	8AA/L	16c\LL	2ccc\	2eee-\	1	M2/4	4.0	strong beat	1.0	0.8571428571428571
V7b	8AA/L	16f\J	2ccc\	2eee-\	1.25	M2/4	1.0	off beat	0.0	1.0
V7b	8AA/	8f\J	2ccc\	2eee-\	1.5	M2/4	0.0	off beat	0.0	0.8571428571428571
V7b	8AA/	16cc\LL	2ccc\	2eee-\	2	M2/4	1.0	weak beat	0.0	0.8571428571428571
V7b	8AA/	16f\J	2ccc\	2eee-\	2.25	M2/4	1.0	off beat	0.0	1.0
V7b	8AA/J	8f\J	2ccc\	2eee-\	2.5	M2/4	0.0	off beat	0.0	0.0
I	4BB-/	4dd\	8bb-\L	8ddd\L	1	M2/4	4.0	strong beat	1.0	0.8
I	4BB-/	4dd\	16ddd\L	16fff\L	1.5	M2/4	1.0	off beat	0.0	0.8
I	4BB-/	4dd\	16bb-\JJ	16ddd\JJ	1.75	M2/4	1.0	off beat	0.0	0.5
I	4r	4r	16ddd\LL	16fff\LL	2	M2/4	1.0	weak beat	0.0	0.5
I	4r	4r	16bb-\	16ddd\	2.25	M2/4	1.0	off beat	0.0	0.5
I	4r	4r	16ddd\	16fff\	2.5	M2/4	1.0	off beat	0.0	0.5
I	4r	4r	16bb-\JJ	16ddd\JJ	2.75	M2/4	1.0	off beat	0.0	0.0
V7	8F\L	8a\L	2ccc\	2eee-\	1	M2/4	4.0	strong beat	1.0	0.8571428571428571
V7	16A\L	16cc\L	2ccc\	2eee-\	1.5	M2/4	2.0	off beat	0.0	0.8571428571428571
V7	16F\JJ	16a\JJ	2ccc\	2eee-\	1.75	M2/4	2.0	off beat	0.0	0.8571428571428571
V7	16A\LL	16cc\LL	2ccc\	2eee-\	2	M2/4	2.0	weak beat	0.0	0.8571428571428571
V7	16F\	16a\	2ccc\	2eee-\	2.25	M2/4	2.0	off beat	0.0	0.8571428571428571
V7	16A\	16cc\	2ccc\	2eee-\	2.5	M2/4	2.0	off beat	0.0	0.8571428571428571
V7	16F\JJ	16a\JJ	2ccc\	2eee-\	2.75	M2/4	2.0	off beat	0.0	0.0
I	4B-\	4b-\	8bb-\L	8ddd\L	1	M2/4	4.0	strong beat	1.0	0.8
I	4B-\	4b-\	16ddd\L	16fff\L	1.5	M2/4	1.0	off beat	0.0	0.8
I	4B-\	4b-\	16bb-\JJ	16ddd\JJ	1.75	M2/4	1.0	off beat	0.0	0.5
I	4r	4r	16ddd\LL	16fff\LL	2	M2/4	1.0	weak beat	0.0	0.5
I	4r	4r	16bb-\	16ddd\	2.25	M2/4	1.0	off beat	0.0	0.5
I	4r	4r	16ddd\	16fff\	2.5	M2/4	1.0	off beat	0.0	0.5
I	4r	4r	16bb-\JJ	16ddd\JJ	2.75	M2/4	1.0	off beat	0.0	0.0
V7	8F\L	8a\L	2ccc\	2eee-\	1	M2/4	4.0	strong beat	1.0	0.8571428571428571
V7	16A\L	16cc\L	2ccc\	2eee-\	1.5	M2/4	2.0	off beat	0.0	0.8571428571428571
V7	16F\JJ	16a\JJ	2ccc\	2eee-\	1.75	M2/4	2.0	off beat	0.0	0.8571428571428571
V7	16A\LL	16cc\LL	2ccc\	2eee-\	2	M2/4	2.0	weak beat	0.0	0.8571428571428571
V7	16F\	16a\	2ccc\	2eee-\	2.25	M2/4	2.0	off beat	0.0	0.8571428571428571
V7	16A\	16cc\	2ccc\	2eee-\	2.5	M2/4	2.0	off beat	0.0	0.8571428571428571
V7	16F\JJ	16a\JJ	2ccc\	2eee-\	2.75	M2/4	2.0	off beat	0.0	0.0
I	4B-\	4b-\	8bb-\L	8ddd\L	1	M2/4	4.0	strong beat	1.0	0.8
I	4B-\	4b-\	16ddd\L	16fff\L	1.5	M2/4	1.0	off beat	0.0	0.8
I	4B-\	4b-\	16bb-\JJ	16ddd\JJ	1.75	M2/4	1.0	off beat	0.0	0.5
I	4r	4r	16ddd\LL	16fff\LL	2	M2/4	1.0	weak beat	0.0	0.5
I	4r	4r	16bb-\	16ddd\	2.25	M2/4	1.0	off beat	0.0	0.5
I	4r	4r	16ddd\	16fff\	2.5	M2/4	1.0	off beat	0.0	0.5
I	4r	4r	16bb-\JJ	16ddd\JJ	2.75	M2/4	1.0	off beat	0.0	0.5
V7/IV	2r	2r	4ddd\	8fff\L	1	M2/4	1.0	strong beat	1.0	0.6666666666666666
V7/IV	2r	2r	4ddd\	8ddd\J	1.5	M2/4	0.0	off beat	0.0	0.0
V7/IV	2r	2r	4r	8bb-\L	2	M2/4	1.0	weak beat	0.0	0.0
V7/IV	2r	2r	4r	8aa-\J	2.5	M2/4	1.0	off beat	0.0	0.0
V7/IV	2r	2r	2r	8ff\L	1	M2/4	1.0	strong beat	0.0	0.0
V7/IV	2r	2r	2r	8dd\J	1.5	M2/4	1.0	off beat	0.0	0.0
V7/IV	2r	2r	2r	8b-/L	2	M2/4	1.0	weak beat	0.0	0.0
V7/IV	2r	2r	2r	8a-/J	2.5	M2/4	1.0	off beat	0.0	0.4
viioD7b/ii	2D\	2F/	2Bn/	2a-/	1	M2/4	3.0	strong beat	1.0	0.0
iib	8E-\L	4G/	4c/	4g/	1	M2/4	4.0	strong beat	1.0	1.0
iib	8E-\	4G/	4c/	4g/	1.5	M2/4	0.0	off beat	0.0	0.2857142857142857
V7c/ii	8D\	4Bn/	[4G/	4f/	2	M2/4	3.0	weak beat	1.0	1.0
V7c/ii	8D\J	4Bn/	[4G/	4f/	2.5	M2/4	0.0	off beat	0.0	0.2857142857142857
ii	8C/L	4c\	4G/]	4e-/	1	M2/4	3.0	strong beat	1.0	1.0
ii	8C/	4c\	4G/]	4e-/	1.5	M2/4	0.0	off beat	0.0	0.0
?	8BB-/	4r	4d-/	4g-/	2	M2/4	3.0	weak beat	1.0	1.0
?	8BB-/J	4r	4d-/	4g-/	2.5	M2/4	0.0	off beat	0.0	0.0
Vb	8AA/L	4r	4c/	4f/	1	M2/4	3.0	strong beat	1.0	1.0
Vb	8AA/	4r	4c/	4f/	1.5	M2/4	0.0	off beat	0.0	0.8571428571428571
V7	8FF/	4c\	4A/	4e-/	2	M2/4	3.0	weak beat	1.0	1.0
V7	8FF/J	4c\	4A/	4e-/	2.5	M2/4	0.0	off beat	0.0	0.0
vi	8GG/L	4B-/	[2B-/	4d/	1	M2/4	3.0	strong beat	1.0	1.0
vi	8GG/	4B-/	[2B-/	4d/	1.5	M2/4	0.0	off beat	0.0	0.5714285714285714
V7b/IV	8DD/	4F/	[2B-/	4a-/	2	M2/4	3.0	weak beat	1.0	1.0
V7b/IV	8DD/J	4F/	[2B-/	4a-/	2.5	M2/4	0.0	off beat	0.0	0.2857142857142857
IV	8EE-/L	4E-/	4B-/]	4g/	1	M2/4	3.0	strong beat	1.0	1.0
IV	8EE-/	4E-/	4B-/]	4g/	1.5	M2/4	0.0	off beat	0.0	0.8
IV	8EE-/	4g\	8g/L	8ee-\L	2	M2/4	1.0	weak beat	0.0	0.8
IV	8EE-/J	4g\	8e-/J	8cc\J	2.5	M2/4	2.0	off beat	0.0	0.0
Ic	[2FF/	2f\	2d/	[2b-\	1	M2/4	4.0	strong beat	1.0	0.5714285714285714
V7	2FF/]	4c\	2e-/	4b-\]	1	M2/4	2.0	strong beat	1.0	0.75
V7	2FF/]	4A/	2e-/	8.cc\L	2	M2/4	2.0	weak beat	0.0	0.75
V7	2FF/]	4A/	2e-/	16b-\Jk	2.75	M2/4	1.0	off beat	0.0	0.2857142857142857
vi	4GG/	4B-/	4d/	4b-\	1	M2/4	3.0	strong beat	1.0	0.6666666666666666
viiob/V	4r	4r	4r	4g\ 4b-\ 4een\	2	M2/4	2.0	weak beat	1.0	0.0
V	8F\L	8f\	16a/LL	16ff\LL	1	M2/4	4.0	strong beat	1.0	0.4
V	8F\L	8f\	16g/	16een\	1.25	M2/4	2.0	off beat	0.0	0.3333333333333333
V	8F\	4c\	16a/	16ff\	1.5	M2/4	3.0	off beat	0.0	0.5714285714285714
V	8F\	4c\	16g/JJ	16ee\JJ	1.75	M2/4	2.0	off beat	0.0	0.5714285714285714
V	8F\	4c\	8a'/L	8ff'\L	2	M2/4	2.0	weak beat	0.0	0.2857142857142857
V7/V	8C\J	8en\	8b-'/J	8gg'\J	2.5	M2/4	4.0	off beat	1.0	0.0
V	8F\L	8f\	16a/LL	16ff\LL	1	M2/4	4.0	strong beat	1.0	0.4
V	8F\L	8f\	16g/	16een\	1.25	M2/4	2.0	off beat	0.0	0.3333333333333333
V	8F\	4c\	16a/	16ff\	1.5	M2/4	3.0	off beat	0.0	0.5714285714285714
V	8F\	4c\	16g/JJ	16ee\JJ	1.75	M2/4	2.0	off beat	0.0	0.5714285714285714
V	8F\	4c\	8a'/L	8ff'\L	2	M2/4	2.0	weak beat	0.0	0.2857142857142857
V7/V	8C\J	8en\	8b-'/J	8gg'\J	2.5	M2/4	4.0	off beat	1.0	0.0
V	8F\L	8f\	16a/LL	16ff\LL	1	M2/4	4.0	strong beat	1.0	0.4
V	8F\L	8f\	16g/	16een\	1.25	M2/4	2.0	off beat	0.0	0.3333333333333333
V	8F\	4cc\	16a/	16ff\	1.5	M2/4	3.0	off beat	0.0	0.5714285714285714
V	8F\	4cc\	16g/JJ	16ee\JJ	1.75	M2/4	2.0	off beat	0.0	0.5714285714285714
V	8F\	4cc\	8a'/L	8ff'\L	2	M2/4	2.0	weak beat	0.0	0.2857142857142857
V7/V	8C\J	8en\	8b-'/J	8gg'\J	2.5	M2/4	4.0	off beat	1.0	0.0
V	4F\	4f\	4a/	4ff\	1	M2/4	4.0	strong beat	1.0	0.4
Ib	8D\L	8f\L	8b-\L	8b-\L 8ff\	1	M2/4	2.0	strong beat	1.0	1.0
Ib	16D\L	16f\L	16b-\L	16b-\L 16ff\	1.5	M2/4	0.0	off beat	0.0	1.0
Ib	16D\JJ	16f\JJ	16b-\JJ	16b-\JJ 16ff\	1.75	M2/4	0.0	off beat	0.0	1.0
Ib	8D\L	8f\L	8b-\L	8b-\L 8ff\	2	M2/4	0.0	weak beat	0.0	1.0
Ib	8D\J	8f\J	8b-\J	8d\J 8b-\ 8bb-\	2.5	M2/4	2.0	off beat	0.0	1.0
Ib	4D\	4f\	4b-\	4d/ 4b-/ 4ff/	1	M2/4	1.0	strong beat	0.0	0.5
V	2r	2r	2r	16ff\LL	1	M2/4	0.0	strong beat	1.0	0.0
V	2r	2r	2r	16een\	1.25	M2/4	1.0	off beat	0.0	0.0
V	2r	2r	2r	16ff\	1.5	M2/4	1.0	off beat	0.0	0.0
V	2r	2r	2r	16ee\JJ	1.75	M2/4	1.0	off beat	0.0	0.0
V	2r	2r	2r	8ff'\L	2	M2/4	1.0	weak beat	0.0	0.0
V	2r	2r	2r	8gg-'\J	2.5	M2/4	1.0	off beat	0.0	0.0
V	2r	2r	2r	16ff\LL	1	M2/4	1.0	strong beat	0.0	0.0
V	2r	2r	2r	16een\	1.25	M2/4	1.0	off beat	0.0	0.0
V	2r	2r	2r	16ff\	1.5	M2/4	1.0	off beat	0.0	0.0
V	2r	2r	2r	16ee\JJ	1.75	M2/4	1.0	off beat	0.0	0.0
V	2r	2r	2r	8ff'\L	2	M2/4	1.0	weak beat	0.0	0.0
V	2r	2r	2r	8gg-'\J	2.5	M2/4	1.0	off beat	0.0	0.0
V	2r	2r	2r	16ff\LL	1	M2/4	1.0	strong beat	0.0	0.0
V	2r	2r	2r	16een\	1.25	M2/4	1.0	off beat	0.0	0.0
V	2r	2r	2r	16ff\	1.5	M2/4	1.0	off beat	0.0	0.0
V	2r	2r	2r	16ee\JJ	1.75	M2/4	1.0	off beat	0.0	0.0
V	2r	2r	2r	8ff'\L	2	M2/4	1.0	weak beat	0.0	0.0
V	2r	2r	2r	8bb-'\J	2.5	M2/4	1.0	off beat	0.0	0.5
V+b/IV	2D\	[2B-/	[2b-\	2ff#\	1	M2/4	4.0	strong beat	1.0	0.3333333333333333
IV	4E-\	4B-/]	4b-\]	16aa\LK	1	M2/4	2.0	strong beat	1.0	0.6666666666666666
IV	4E-\	4B-/]	4b-\]	8gg'\	1.25	M2/4	1.0	off beat	0.0	0.6666666666666666
IV	4E-\	4B-/]	4b-\]	16ff'\Jk	1.75	M2/4	1.0	off beat	0.0	0.5
IV	4r	4r	4r	16ff\LL	2	M2/4	0.0	weak beat	0.0	0.0
IV	4r	4r	4r	16ee-'\JJ	2.25	M2/4	1.0	off beat	0.0	0.0
IV	4r	4r	4r	16dd'\	2.75	M2/4	1.0	off beat	0.0	1.0
(ii)	2r	2r	2r	16dd\LL	1	M2/4	0.0	strong beat	1.0	0.0
(ii)	2r	2r	2r	16cc'\JJ	1.25	M2/4	1.0	off beat	0.0	1.0
(ii)	2r	2r	2r	16cc'\	1.75	M2/4	0.0	off beat	0.0	1.0
(V)	2r	2r	2r	16cc\LL	2	M2/4	0.0	weak beat	1.0	0.0
(V)	2r	2r	2r	16ff'\JJ	2.25	M2/4	1.0	off beat	0.0	1.0
(V)	2r	2r	2r	16ff'\	2.75	M2/4	0.0	off beat	0.0	1.0
(ii)	4r	4r	4r	16ff\LL	1	M2/4	0.0	strong beat	1.0	0.0
(ii)	4r	4r	4r	16ee-'\JJ	1.25	M2/4	1.0	off beat	0.0	0.0
(ii)	4r	4r	4r	16dd'\	1.75	M2/4	1.0	off beat	0.0	0.4
(iib)	4E-\	4c\	4g/	16dd\LL	2	M2/4	3.0	weak beat	1.0	0.8571428571428571
(iib)	4E-\	4c\	4g/	16cc'\JJ	2.25	M2/4	1.0	off beat	0.0	1.0
(iib)	4E-\	4c\	4g/	16cc'\	2.75	M2/4	0.0	off beat	0.0	0.5
(vi)	2r	2r	2r	16cc\LL	1	M2/4	0.0	strong beat	1.0	0.0
(vi)	2r	2r	2r	16gg'\JJ	1.25	M2/4	1.0	off beat	0.0	0.0
(vi)	2r	2r	2r	16ff'\	1.75	M2/4	1.0	off beat	0.0	1.0
(ii)	2r	2r	2r	16ff\LL	2	M2/4	0.0	weak beat	1.0	0.0
(ii)	2r	2r	2r	16ee-'\JJ	2.25	M2/4	1.0	off beat	0.0	0.0
(ii)	2r	2r	2r	16dd'\	2.75	M2/4	1.0	off beat	0.0	0.4
(iib)	4E-\	4c\	4g/	16dd\LL	1	M2/4	3.0	strong beat	1.0	0.8571428571428571
(iib)	4E-\	4c\	4g/	16cc'\JJ	1.25	M2/4	1.0	off beat	0.0	1.0
(iib)	4E-\	4c\	4g/	16cc'\	1.75	M2/4	0.0	off beat	0.0	0.5
(vi)	4r	4r	4r	16cc\LL	2	M2/4	0.0	weak beat	1.0	0.0
(vi)	4r	4r	4r	16gg'\JJ	2.25	M2/4	1.0	off beat	0.0	0.0
(vi)	4r	4r	4r	16ff'\	2.75	M2/4	1.0	off beat	0.0	1.0
(iib)	2r	2r	2r	16ff\LL	1	M2/4	0.0	strong beat	1.0	0.0
(iib)	2r	2r	2r	16ee-'\JJ	1.25	M2/4	1.0	off beat	0.0	0.0
(iib)	2r	2r	2r	16dd'\	1.75	M2/4	1.0	off beat	0.0	1.0
(iib)	2r	2r	2r	16dd\LL	2	M2/4	0.0	weak beat	0.0	0.0
(iib)	2r	2r	2r	16cc'\JJ	2.25	M2/4	1.0	off beat	0.0	0.0
(iib)	2r	2r	2r	16b-'\	2.75	M2/4	1.0	off beat	0.0	0.5
V	4F\	4c\	4f/	16b-/LL	1	M2/4	3.0	strong beat	1.0	0.6666666666666666
V	4F\	4c\	4f/	16a'/JJ	1.25	M2/4	1.0	off beat	0.0	0.5
V	24c\LL	24cc\LL	24cc/LL	24cc/LL	2.5	M2/4	1.0	off beat	0.0	0.0
V	24A\	24a\	24a/	24a/	2.66667	M2/4	2.0	off beat	0.0	0.0
